Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Shaymin (Land Forme),Hidden Power (Water),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Flying),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Poison),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Electric),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Ground),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Psychic),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Rock),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Ice),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Bug),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Dragon),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Ghost),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Dark),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power (Steel),Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Shaymin (Land Forme),Hidden Power,Energy Ball,10.81,405.1,511.7,3265,,,,
Victini,Confusion,V-create,16.183,606.5,2570.4,3265,,,,
Victini,Quick Attack,V-create,16.076,602.4,2502.9,3265,,,,
Victini,Confusion,Psychic,13.903,521,1400,3265,,,,
Victini,Confusion,Overheat,13.615,510.2,1287.7,3265,,,,
Victini,Quick Attack,Psychic,13.415,502.7,1213.6,3265,,,,
Victini,Quick Attack,Overheat,13.104,491.1,1104.9,3265,,,,
Victini,Confusion,Focus Blast,12.016,450.3,781.1,3265,,,,
Victini,Quick Attack,Focus Blast,11.097,415.9,568.3,3265,,,,
Porygon-Z,Lock-On,Return,15.828,386.1,1531,3266,,,,
Porygon-Z,Lock-On,Hyper Beam,15.343,374.2,1351.4,3266,,,,
Porygon-Z,Charge Beam,Return,15.16,369.8,1288.4,3266,,,,
Porygon-Z,Hidden Power (Fire),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Fighting),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Water),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Flying),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Grass),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Poison),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Electric),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Ground),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Psychic),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Rock),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Ice),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Bug),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Dragon),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Ghost),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Dark),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power (Steel),Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Hidden Power,Return,14.823,361.5,1177.6,3266,,,,
Porygon-Z,Charge Beam,Hyper Beam,14.419,351.7,1054.2,3266,,,,
Porygon-Z,Hidden Power (Fire),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Fighting),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Water),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Flying),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Grass),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Poison),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Electric),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Ground),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Psychic),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Rock),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Ice),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Bug),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Dragon),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Ghost),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Dark),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power (Steel),Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Hidden Power,Hyper Beam,14.088,343.6,960.7,3266,,,,
Porygon-Z,Lock-On,Solar Beam,13.973,340.8,929.7,3266,,,,
Porygon-Z,Charge Beam,Solar Beam,13.306,324.5,764.6,3266,,,,
Porygon-Z,Hidden Power (Fire),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Fighting),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Water),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Flying),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Grass),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Poison),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Electric),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Ground),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Psychic),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Rock),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Ice),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Bug),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Dragon),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Ghost),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Dark),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power (Steel),Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Hidden Power,Solar Beam,13.187,321.6,737.5,3266,,,,
Porygon-Z,Lock-On,Blizzard,13.033,317.9,703.6,3266,,,,
Porygon-Z,Lock-On,Zap Cannon,12.72,310.2,638.5,3266,,,,
Porygon-Z,Hidden Power (Fire),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Fighting),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Water),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Flying),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Grass),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Poison),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Electric),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Ground),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Psychic),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Rock),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Ice),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Bug),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Dragon),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Ghost),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Dark),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power (Steel),Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266,,,,
Porygon-Z,Charge Beam,Blizzard,12.418,302.9,579.9,3266,,,,
Porygon-Z,Hidden Power (Fire),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Fighting),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Water),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Flying),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Grass),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Poison),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Electric),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Ground),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Psychic),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Rock),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Ice),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Bug),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Dragon),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Ghost),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Dark),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power (Steel),Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266,,,,
Porygon-Z,Charge Beam,Zap Cannon,12.182,297.1,537.1,3266,,,,
Shadow Porygon-Z,Lock-On,Hyper Beam,18.217,370.3,2238.3,3266,,,,
Shadow Porygon-Z,Charge Beam,Hyper Beam,17.249,350.6,1799.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Fire),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Fighting),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Water),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Flying),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Grass),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Poison),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Electric),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Ground),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Psychic),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Rock),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Ice),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Bug),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Dragon),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Ghost),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Dark),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Steel),Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Hidden Power,Hyper Beam,16.892,343.3,1654.8,3266,,,,
Shadow Porygon-Z,Lock-On,Solar Beam,16.632,338,1555.3,3266,,,,
Shadow Porygon-Z,Charge Beam,Solar Beam,15.948,324.1,1314.8,3266,,,,
Shadow Porygon-Z,Hidden Power (Fire),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Fighting),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Water),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Flying),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Grass),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Poison),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Electric),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Ground),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Psychic),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Rock),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Ice),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Bug),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Dragon),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Ghost),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Dark),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Steel),Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Hidden Power,Solar Beam,15.833,321.8,1277.1,3266,,,,
Shadow Porygon-Z,Lock-On,Blizzard,15.493,314.9,1171.2,3266,,,,
Shadow Porygon-Z,Lock-On,Zap Cannon,15.073,306.4,1049.1,3266,,,,
Shadow Porygon-Z,Hidden Power (Fire),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Fighting),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Water),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Flying),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Grass),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Poison),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Electric),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Ground),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Psychic),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Rock),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Ice),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Bug),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Dragon),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Ghost),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Dark),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power (Steel),Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Hidden Power,Blizzard,14.959,304,1017.7,3266,,,,
Shadow Porygon-Z,Charge Beam,Blizzard,14.896,302.7,1000.6,3266,,,,
Shadow Porygon-Z,Hidden Power (Fire),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Fighting),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Water),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Flying),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Grass),Zap Cannon,14.688,298.5,946,3266,,,,
